ID	Batch	Biosample	Accession	Ring	Tissue	Age	Sex	CoverageFile	Total_Sequences	Unique_Reads_Mapped	MappingRate	Total_Cytosines	CpG_Methylation_Rate	CHG_Methylation_Rate	CHH_Methylation_Rate	NumberRawCpGs	Number10XCpGs	Family
B4H0631_BL_CHK_F__SRR20216481	Saarland_First	B4H0631_BL_CHK_F	SRR20216481	B4H0631	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0631_BL_CHK_F__SRR20216481.cov.gz	5143700	2089062	40.60%	92152718	50.00%	1.80%	0.50%	423174	112947	NA
B4H0632_BL_CHK_F__SRR20216479	Saarland_First	B4H0632_BL_CHK_F	SRR20216479	B4H0632	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0632_BL_CHK_F__SRR20216479.cov.gz	12535304	5358600	42.70%	238625874	49.30%	1.70%	0.50%	666037	281438	NA
B4H0633_BL_CHK_F__SRR20216478	Saarland_First	B4H0633_BL_CHK_F	SRR20216478	B4H0633	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0633_BL_CHK_F__SRR20216478.cov.gz	9331389	3831725	41.10%	168368106	49.20%	1.80%	0.50%	569895	208002	NA
B4H0634_BL_CHK_F__SRR20216477	Saarland_First	B4H0634_BL_CHK_F	SRR20216477	B4H0634	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0634_BL_CHK_F__SRR20216477.cov.gz	38199786	16479421	43.10%	730573565	48.30%	2.00%	0.50%	1057335	584378	NA
B4H0635_BL_CHK_F__SRR20216476	Saarland_First	B4H0635_BL_CHK_F	SRR20216476	B4H0635	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0635_BL_CHK_F__SRR20216476.cov.gz	24777226	10413734	42.00%	464877002	47.60%	2.00%	0.50%	1156324	524367	NA
B4H0637_BL_CHK_M__SRR20216475	Saarland_First	B4H0637_BL_CHK_M	SRR20216475	B4H0637	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0637_BL_CHK_M__SRR20216475.cov.gz	20950801	9136505	43.60%	402720885	48.10%	2.10%	0.50%	800919	355606	NA
B4H0825_BL_ADL_M__SRR20216474	Saarland_First	B4H0825_BL_ADL_M	SRR20216474	B4H0825	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0825_BL_ADL_M__SRR20216474.cov.gz	5510655	2402454	43.60%	105943915	46.90%	1.80%	0.50%	404996	119599	NA
B4H0827_BL_CHK_M__SRR20216473	Saarland_First	B4H0827_BL_CHK_M	SRR20216473	B4H0827	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0827_BL_CHK_M__SRR20216473.cov.gz	20675478	9258623	44.80%	413459319	48.90%	2.20%	0.50%	858715	377026	NA
B4H0828_BL_CHK_M__SRR20216472	Saarland_First	B4H0828_BL_CHK_M	SRR20216472	B4H0828	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0828_BL_CHK_M__SRR20216472.cov.gz	38159923	17161408	45.00%	766112813	48.70%	2.00%	0.50%	1291986	638626	NA
B4H0830_BL_CHK_M__SRR20216471	Saarland_First	B4H0830_BL_CHK_M	SRR20216471	B4H0830	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0830_BL_CHK_M__SRR20216471.cov.gz	32554533	13988750	43.00%	617894698	48.90%	2.00%	0.50%	1009766	564559	NA
B4H0832_BL_ADL_F__SRR20216470	Saarland_First	B4H0832_BL_ADL_F	SRR20216470	B4H0832	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0832_BL_ADL_F__SRR20216470.cov.gz	6746408	2866078	42.50%	129368941	41.90%	2.20%	0.50%	672615	180220	NA
B4H0832_BL_CHK_F__SRR20216468	Saarland_First	B4H0832_BL_CHK_F	SRR20216468	B4H0832	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0832_BL_CHK_F__SRR20216468.cov.gz	39119655	16916439	43.20%	758454233	49.20%	1.80%	0.50%	1009519	559527	NA
B4H1194_BL_CHK_F__SRR20216467	Saarland_First	B4H1194_BL_CHK_F	SRR20216467	B4H1194	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1194_BL_CHK_F__SRR20216467.cov.gz	185464431	80901798	43.60%	3577198565	49.60%	2.20%	0.50%	1775813	1226288	NA
B4H1195_BL_CHK_M__SRR20216466	Saarland_First	B4H1195_BL_CHK_M	SRR20216466	B4H1195	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1195_BL_CHK_M__SRR20216466.cov.gz	59967640	26640930	44.40%	1185840950	47.40%	1.90%	0.50%	1560946	867059	NA
B4H1197_BL_CHK_F__SRR20216465	Saarland_First	B4H1197_BL_CHK_F	SRR20216465	B4H1197	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1197_BL_CHK_F__SRR20216465.cov.gz	14411943	6083333	42.20%	268904071	50.70%	2.10%	0.50%	624441	264295	NA
B4H1335_BL_CHK_M__SRR20216464	Saarland_First	B4H1335_BL_CHK_M	SRR20216464	B4H1335	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1335_BL_CHK_M__SRR20216464.cov.gz	31232717	13945805	44.70%	620608676	49.10%	1.70%	0.50%	969628	503717	NA
B4H1338_BL_ADL_F__SRR20216463	Saarland_First	B4H1338_BL_ADL_F	SRR20216463	B4H1338	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1338_BL_ADL_F__SRR20216463.cov.gz	70181328	30276631	43.10%	1332171636	47.50%	2.30%	0.50%	1259340	756476	NA
B4H1338_BL_CHK_F__SRR20216462	Saarland_First	B4H1338_BL_CHK_F	SRR20216462	B4H1338	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1338_BL_CHK_F__SRR20216462.cov.gz	33844733	14453787	42.70%	648548977	49.40%	1.60%	0.50%	1144255	584284	NA
B4H1339_BL_CHK_M__SRR20216461	Saarland_First	B4H1339_BL_CHK_M	SRR20216461	B4H1339	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1339_BL_CHK_M__SRR20216461.cov.gz	49065449	21966008	44.80%	985741609	49.50%	1.70%	0.50%	1229842	716014	NA
B4H1340_BL_ADL_M__SRR20216460	Saarland_First	B4H1340_BL_ADL_M	SRR20216460	B4H1340	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1340_BL_ADL_M__SRR20216460.cov.gz	25703655	11542490	44.90%	507145654	47.40%	2.20%	0.50%	938388	461431	NA
B4H1342_BL_CHK_F__SRR20216459	Saarland_First	B4H1342_BL_CHK_F	SRR20216459	B4H1342	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1342_BL_CHK_F__SRR20216459.cov.gz	12056728	5106027	42.40%	225378426	49.00%	1.90%	0.50%	587195	232955	NA
B4H1350_BL_CHK_F__SRR20216457	Saarland_First	B4H1350_BL_CHK_F	SRR20216457	B4H1350	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1350_BL_CHK_F__SRR20216457.cov.gz	55110699	23607401	42.80%	1040531640	51.60%	2.10%	0.50%	1111507	675610	NA
B4H1928_BL_CHK_M__SRR20216456	Saarland_First	B4H1928_BL_CHK_M	SRR20216456	B4H1928	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1928_BL_CHK_M__SRR20216456.cov.gz	39494379	17421863	44.10%	772392307	48.00%	2.10%	0.50%	1059116	591013	NA
B4H1996_BL_CHK_M__SRR20216455	Saarland_First	B4H1996_BL_CHK_M	SRR20216455	B4H1996	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H1996_BL_CHK_M__SRR20216455.cov.gz	40355067	18038783	44.70%	805730152	49.90%	2.10%	0.50%	1020909	580953	NA
B4P8236_BL_CHK_M__SRR20216454	Saarland_First	B4P8236_BL_CHK_M	SRR20216454	B4P8236	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P8236_BL_CHK_M__SRR20216454.cov.gz	12265817	5387991	43.90%	238190556	49.80%	2.30%	0.50%	600580	258625	NA
B4P8531_BL_CHK_M__SRR20216453	Saarland_First	B4P8531_BL_CHK_M	SRR20216453	B4P8531	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P8531_BL_CHK_M__SRR20216453.cov.gz	7629611	3113723	40.80%	137246746	47.10%	2.20%	0.50%	583393	193430	NA
B4P8908_BL_ADL_M__SRR20216452	Saarland_First	B4P8908_BL_ADL_M	SRR20216452	B4P8908	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P8908_BL_ADL_M__SRR20216452.cov.gz	19917038	8799245	44.20%	391882428	47.40%	1.90%	0.50%	856729	336949	NA
B4P8912_BL_ADL_F__SRR20216451	Saarland_First	B4P8912_BL_ADL_F	SRR20216451	B4P8912	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P8912_BL_ADL_F__SRR20216451.cov.gz	41055438	17585102	42.80%	774161387	46.10%	2.20%	0.50%	1030426	610936	F2
B4P8958_BL_CHK_F__SRR20216450	Saarland_First	B4P8958_BL_CHK_F	SRR20216450	B4P8958	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P8958_BL_CHK_F__SRR20216450.cov.gz	2564548	1058911	41.30%	47049777	47.30%	1.80%	0.50%	338880	70833	NA
B4P9464_BL_CHK_F__SRR20216449	Saarland_First	B4P9464_BL_CHK_F	SRR20216449	B4P9464	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P9464_BL_CHK_F__SRR20216449.cov.gz	43703224	18550543	42.40%	817192690	47.60%	2.00%	0.50%	1062063	581389	NA
B4P9995_BL_CHK_F__SRR20216448	Saarland_First	B4P9995_BL_CHK_F	SRR20216448	B4P9995	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4P9995_BL_CHK_F__SRR20216448.cov.gz	3212495	1284301	40.00%	56692648	46.40%	2.00%	0.50%	403295	83279	NA
B1P5975_BL_ADL_M__SRR22581215	Saarland_Second	B1P5975_BL_ADL_M	SRR22581215	B1P5975	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B1P5975_BL_ADL_M__SRR22581215.cov.gz	13402218	6191711	46.20%	277239854	51.10%	1.70%	0.70%	1069810	460132	NA
B1V5492_BL_ADL_F__SRR22581279	Saarland_Second	B1V5492_BL_ADL_F	SRR22581279	B1V5492	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B1V5492_BL_ADL_F__SRR22581279.cov.gz	20657219	9348880	45.30%	416357133	50.90%	1.70%	0.70%	1098462	576984	NA
B1V5571_BL_ADL_F__SRR22581235	Saarland_Second	B1V5571_BL_ADL_F	SRR22581235	B1V5571	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B1V5571_BL_ADL_F__SRR22581235.cov.gz	8627007	3703486	42.90%	164840431	51.00%	1.70%	0.70%	852061	314142	NA
B2V8308_BL_CHK_F__SRR22581270	Saarland_Second	B2V8308_BL_CHK_F	SRR22581270	B2V8308	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8308_BL_CHK_F__SRR22581270.cov.gz	19108061	8277168	43.30%	368164784	49.30%	1.70%	0.70%	1389447	574384	NA
B2V8668_BL_CHK_F__SRR22581212	Saarland_Second	B2V8668_BL_CHK_F	SRR22581212	B2V8668	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8668_BL_CHK_F__SRR22581212.cov.gz	3692451	1591038	43.10%	70699314	54.80%	1.70%	0.70%	652150	159215	NA
B2V8683_BL_ADL_M__SRR22581271	Saarland_Second	B2V8683_BL_ADL_M	SRR22581271	B2V8683	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8683_BL_ADL_M__SRR22581271.cov.gz	39588020	18516523	46.80%	812300691	47.60%	1.80%	0.70%	1415997	844595	NA
B2V8701_BL_ADL_F__SRR22581145	Saarland_Second	B2V8701_BL_ADL_F	SRR22581145	B2V8701	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8701_BL_ADL_F__SRR22581145.cov.gz	6564160	2810257	42.80%	126209128	50.20%	1.50%	0.70%	980272	277459	NA
B2V8779_BL_CHK_M__SRR22581221	Saarland_Second	B2V8779_BL_CHK_M	SRR22581221	B2V8779	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8779_BL_CHK_M__SRR22581221.cov.gz	4886991	2119323	43.40%	93411914	50.70%	1.70%	0.70%	661123	187147	NA
B2V8793_BL_ADL_F__SRR22581259	Saarland_Second	B2V8793_BL_ADL_F	SRR22581259	B2V8793	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8793_BL_ADL_F__SRR22581259.cov.gz	16334855	7326861	44.90%	328544887	52.40%	1.60%	0.70%	1097641	530095	NA
B2V8841_BL_ADL_F__SRR22581175	Saarland_Second	B2V8841_BL_ADL_F	SRR22581175	B2V8841	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8841_BL_ADL_F__SRR22581175.cov.gz	58786824	27036931	46.00%	1253141020	50.50%	1.40%	0.70%	1828210	1292098	F3
B2V8901_BL_CHK_F__SRR22581214	Saarland_Second	B2V8901_BL_CHK_F	SRR22581214	B2V8901	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8901_BL_CHK_F__SRR22581214.cov.gz	13093324	5737944	43.80%	252900754	52.60%	1.80%	0.70%	941431	408502	NA
B2V8902_BL_CHK_F__SRR22581278	Saarland_Second	B2V8902_BL_CHK_F	SRR22581278	B2V8902	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8902_BL_CHK_F__SRR22581278.cov.gz	2504670	1080435	43.10%	48059524	51.80%	1.70%	0.70%	604901	108312	NA
B2V8972_BL_ADL_F__SRR22581185	Saarland_Second	B2V8972_BL_ADL_F	SRR22581185	B2V8972	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8972_BL_ADL_F__SRR22581185.cov.gz	27414545	12366635	45.10%	567952253	53.80%	1.50%	0.70%	1401051	802047	NA
B2V8973_BL_ADL_F__SRR22581177	Saarland_Second	B2V8973_BL_ADL_F	SRR22581177	B2V8973	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8973_BL_ADL_F__SRR22581177.cov.gz	60978479	26569122	43.60%	1233203583	53.30%	1.40%	0.70%	1905793	1289186	NA
B2V8993_BL_CHK_M__SRR22581168	Saarland_Second	B2V8993_BL_CHK_M	SRR22581168	B2V8993	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2V8993_BL_CHK_M__SRR22581168.cov.gz	1840764	787284	42.80%	35265467	49.60%	1.70%	0.70%	854563	97290	NA
B2X3020_BL_ADL_M__SRR22581192	Saarland_Second	B2X3020_BL_ADL_M	SRR22581192	B2X3020	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3020_BL_ADL_M__SRR22581192.cov.gz	3361291	1490413	44.30%	66004486	49.30%	1.60%	0.70%	686170	146017	NA
B2X3049_BL_ADL_M__SRR22581154	Saarland_Second	B2X3049_BL_ADL_M	SRR22581154	B2X3049	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3049_BL_ADL_M__SRR22581154.cov.gz	18698465	8549852	45.70%	376382955	48.50%	1.70%	0.70%	1003282	551033	NA
B2X3074_BL_ADL_M__SRR22581152	Saarland_Second	B2X3074_BL_ADL_M	SRR22581152	B2X3074	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3074_BL_ADL_M__SRR22581152.cov.gz	7670872	3483142	45.40%	157259810	51.00%	1.50%	0.70%	723829	293101	NA
B2X3081_BL_ADL_M__SRR22581162	Saarland_Second	B2X3081_BL_ADL_M	SRR22581162	B2X3081	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3081_BL_ADL_M__SRR22581162.cov.gz	4295297	1665395	38.80%	74186504	55.90%	1.80%	0.70%	699106	168837	NA
B2X3087_BL_ADL_M__SRR22581242	Saarland_Second	B2X3087_BL_ADL_M	SRR22581242	B2X3087	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3087_BL_ADL_M__SRR22581242.cov.gz	4753644	2053242	43.20%	91309429	48.80%	1.60%	0.70%	790602	195380	NA
B2X3125_BL_ADL_M__SRR22581203	Saarland_Second	B2X3125_BL_ADL_M	SRR22581203	B2X3125	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3125_BL_ADL_M__SRR22581203.cov.gz	12979885	5857599	45.10%	261550983	51.70%	1.60%	0.70%	845258	442102	NA
B2X3215_BL_CHK_M__SRR22581249	Saarland_Second	B2X3215_BL_CHK_M	SRR22581249	B2X3215	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3215_BL_CHK_M__SRR22581249.cov.gz	2581408	1036116	40.10%	45727170	48.50%	1.60%	0.70%	538955	107606	NA
B2X3238_BL_CHK_F__SRR22581151	Saarland_Second	B2X3238_BL_CHK_F	SRR22581151	B2X3238	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3238_BL_CHK_F__SRR22581151.cov.gz	11901093	4881791	41.00%	219939580	53.40%	1.70%	0.70%	962552	388865	NA
B2X3243_BL_CHK_M__SRR22581143	Saarland_Second	B2X3243_BL_CHK_M	SRR22581143	B2X3243	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3243_BL_CHK_M__SRR22581143.cov.gz	12206534	5592939	45.80%	256858886	49.70%	1.50%	0.70%	1339699	499005	NA
B2X3265_BL_ADL_M__SRR22581190	Saarland_Second	B2X3265_BL_ADL_M	SRR22581190	B2X3265	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3265_BL_ADL_M__SRR22581190.cov.gz	5518436	1493892	27.10%	62293849	50.90%	1.60%	0.70%	604308	138348	NA
B2X3265_BL_CHK_M__SRR22581134	Saarland_Second	B2X3265_BL_CHK_M	SRR22581134	B2X3265	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3265_BL_CHK_M__SRR22581134.cov.gz	17863913	7985175	44.70%	356520541	54.00%	1.60%	0.70%	1095513	561080	NA
B2X3328_BL_CHK_F__SRR22581128	Saarland_Second	B2X3328_BL_CHK_F	SRR22581128	B2X3328	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3328_BL_CHK_F__SRR22581128.cov.gz	27514511	11366376	41.30%	495929702	49.80%	1.60%	0.70%	1214213	656370	NA
B2X3350_BL_ADL_M__SRR22581179	Saarland_Second	B2X3350_BL_ADL_M	SRR22581179	B2X3350	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3350_BL_ADL_M__SRR22581179.cov.gz	90894559	41192111	45.30%	1908539198	54.10%	1.40%	0.70%	2022204	1478207	NA
B2X3350_BL_CHK_M__SRR22581160	Saarland_Second	B2X3350_BL_CHK_M	SRR22581160	B2X3350	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3350_BL_CHK_M__SRR22581160.cov.gz	15211072	6227092	40.90%	273203839	49.70%	1.70%	0.70%	1117742	459812	NA
B2X3443_BL_CHK_M__SRR22581232	Saarland_Second	B2X3443_BL_CHK_M	SRR22581232	B2X3443	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3443_BL_CHK_M__SRR22581232.cov.gz	30916721	14136673	45.70%	638047747	54.90%	1.60%	0.70%	1387282	813638	NA
B2X3443_BL_CHK_M__SRR22581236	Saarland_Second	B2X3443_BL_CHK_M	SRR22581236	B2X3443	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3443_BL_CHK_M__SRR22581236.cov.gz	55355172	24015850	43.40%	1073088048	55.90%	1.50%	0.70%	1767995	1185225	NA
B2X3498_BL_ADL_M__SRR22581194	Saarland_Second	B2X3498_BL_ADL_M	SRR22581194	B2X3498	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3498_BL_ADL_M__SRR22581194.cov.gz	10958129	4669751	42.60%	203516139	48.60%	1.60%	0.70%	781573	317695	F1
B2X3546_BL_ADL_F__SRR22581119	Saarland_Second	B2X3546_BL_ADL_F	SRR22581119	B2X3546	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3546_BL_ADL_F__SRR22581119.cov.gz	19238518	7866757	40.90%	352863510	48.30%	1.60%	0.70%	1150397	553612	NA
B2X3614_BL_ADL_F__SRR22581301	Saarland_Second	B2X3614_BL_ADL_F	SRR22581301	B2X3614	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3614_BL_ADL_F__SRR22581301.cov.gz	42848793	18878267	44.10%	874724812	50.70%	1.50%	0.70%	1762363	1109479	F1
B2X3614_BL_CHK_F__SRR22581293	Saarland_Second	B2X3614_BL_CHK_F	SRR22581293	B2X3614	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3614_BL_CHK_F__SRR22581293.cov.gz	6220434	2650057	42.60%	118557007	51.70%	1.60%	0.70%	873369	245721	F1
B2X3621_BL_ADL_M__SRR22581204	Saarland_Second	B2X3621_BL_ADL_M	SRR22581204	B2X3621	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3621_BL_ADL_M__SRR22581204.cov.gz	11800688	4917827	41.70%	229416070	52.30%	1.40%	0.70%	995429	454039	NA
B2X3630_BL_ADL_F__SRR22581201	Saarland_Second	B2X3630_BL_ADL_F	SRR22581201	B2X3630	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3630_BL_ADL_F__SRR22581201.cov.gz	8504650	3829156	45.00%	171215449	47.70%	1.60%	0.70%	795387	284022	NA
B2X3640_BL_ADL_M__SRR22581237	Saarland_Second	B2X3640_BL_ADL_M	SRR22581237	B2X3640	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3640_BL_ADL_M__SRR22581237.cov.gz	37630491	14779398	39.30%	687030785	50.90%	1.40%	0.70%	1771586	1026024	NA
B2X3653_BL_ADL_F__SRR22581183	Saarland_Second	B2X3653_BL_ADL_F	SRR22581183	B2X3653	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3653_BL_ADL_F__SRR22581183.cov.gz	14056277	5660167	40.30%	260173336	49.40%	1.40%	0.70%	1158866	505241	NA
B2X3682_BL_ADL_M__SRR22581125	Saarland_Second	B2X3682_BL_ADL_M	SRR22581125	B2X3682	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X3682_BL_ADL_M__SRR22581125.cov.gz	32792937	14908841	45.50%	684425139	46.10%	1.50%	0.70%	1558517	895335	NA
